#atom|charge|method|property|T(K)|Value|spin multiplicity|unit|reference|
Ar|0|exp|S0(T)|3800|207.748|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|3900|81.065|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|3900|208.288|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4000|83.144|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4000|208.815|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4100|85.222|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4100|209.328|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4200|87.301|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4200|209.829|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4300|89.38|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4300|210.318|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4400|91.458|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4400|210.796|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4500|93.537|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4500|211.263|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4600|95.615|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4600|211.72|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4700|97.694|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4700|212.167|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4800|99.773|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4800|212.604|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|4900|101.851|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|4900|213.033|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5000|103.93|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5000|213.453|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5100|106.008|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5100|213.864|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5200|108.087|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5200|214.268|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5300|110.166|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5300|214.664|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5400|112.244|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5400|215.053|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5500|114.323|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5500|215.434|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5600|116.401|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5600|215.808|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5700|118.48|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5700|216.176|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5800|120.559|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5800|216.538|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|5900|122.637|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|5900|216.893|1|J/mol K|http://kinetics.nist.gov/janaf|
Ar|0|exp|H(0)-H(T)|6000|124.716|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ar|0|exp|S0(T)|6000|217.243|1|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|0|0|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|0|0|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|100|0.024|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|100|0.308|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|200|0.357|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|200|2.419|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|298.15|1.214|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|298.15|5.834|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|300|1.235|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|300|5.904|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|400|2.598|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|400|9.794|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|500|4.329|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|500|13.644|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|600|6.31|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|600|17.251|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|700|8.465|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|700|20.57|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|800|10.748|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|800|23.617|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|900|13.129|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|900|26.421|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1000|15.592|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1000|29.014|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1100|18.122|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1100|31.425|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1200|20.71|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1200|33.677|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1300|23.352|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1300|35.792|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1400|26.042|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1400|37.785|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1500|28.776|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1500|39.671|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1600|31.552|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1600|41.463|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1700|34.369|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1700|43.17|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1800|37.223|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1800|44.801|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|1900|40.115|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|1900|46.365|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2000|43.042|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2000|47.866|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2100|46.005|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2100|49.312|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2200|49.002|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2200|50.706|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2300|52.033|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2300|52.053|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2350.000|53.56|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2350.000|52.71|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2350.000|103.768|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2350.000|74.075|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2400|105.356|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2400|74.744|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2500|108.531|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2500|76.04|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2600|111.706|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2600|77.285|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2700|114.881|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2700|78.483|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2800|118.056|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2800|79.638|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|2900|121.231|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|2900|80.752|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3000|124.406|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3000|81.828|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3100|127.581|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3100|82.869|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3200|130.756|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3200|83.877|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3300|133.931|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3300|84.854|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3400|137.106|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3400|85.802|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3500|140.281|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3500|86.723|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3600|143.456|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3600|87.617|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3700|146.631|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3700|88.487|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3800|149.806|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3800|89.334|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|3900|152.981|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|3900|90.158|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4000|156.156|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4000|90.962|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4100|159.331|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4100|91.746|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4139.449|160.583|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4139.449|92.05|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4139.449|641.092|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4139.449|208.131|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4200|642.355|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4200|208.434|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4300|644.443|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4300|208.925|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4400|646.533|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4400|209.405|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4500|648.624|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4500|209.875|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4600|650.718|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4600|210.336|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4700|652.815|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4700|210.786|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4800|654.914|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4800|211.228|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|4900|657.017|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|4900|211.662|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5000|659.123|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5000|212.087|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5100|661.232|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5100|212.505|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5200|663.346|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5200|212.916|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5300|665.465|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5300|213.319|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5400|667.588|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5400|213.716|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5500|669.716|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5500|214.107|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5600|671.849|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5600|214.491|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5700|673.989|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5700|214.87|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5800|676.135|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5800|215.243|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|5900|678.287|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|5900|215.611|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|H(0)-H(T)|6000|680.446|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|S0(T)|6000|215.974|2|J/mol K|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|0|554.898|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|100|557.065|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|200|558.815|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|250|559.485|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|298.15|560.000|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|300|560.017|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|350|560.430|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|400|560.734|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|450|560.946|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|500|561.082|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|600|561.180|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|700|561.104|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|800|560.900|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|900|560.597|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1000|560.213|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1100|559.762|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1200|559.252|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1300|558.689|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1400|558.078|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1500|557.422|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1600|556.724|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1700|555.987|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1800|555.211|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|1900|554.398|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2000|553.549|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2100|552.665|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2200|551.747|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2300|550.795|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2400|499.550|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2500|498.453|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2600|497.357|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2700|496.261|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2800|495.165|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|2900|494.068|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3000|492.972|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3100|491.876|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3200|490.780|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3300|489.685|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3400|488.589|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3500|487.494|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3600|486.400|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3700|485.306|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3800|484.213|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|3900|483.120|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4000|482.029|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4100|480.939|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|4900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|5900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
B|0|exp|DHf(T)|6000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|0|0|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|0|0|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|100|1.698|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|100|34.083|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|200|4.243|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|200|51.643|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|298.15|6.912|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|298.15|62.475|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|300|6.964|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|300|62.649|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|400|9.981|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|400|71.295|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|500|13.799|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|500|79.771|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|582.530|17.841|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|582.530|87.232|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|582.530|17.841|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|582.530|87.232|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|600|18.421|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|600|88.213|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|700|22.236|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|700|94.077|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|768.130|25.318|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|768.130|98.274|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|768.130|25.318|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|768.130|98.274|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|800|26.563|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|800|99.863|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|900|30.469|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|900|104.464|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1000|34.376|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|1000|108.58|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1000.000|34.376|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|1000.000|108.58|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1000.000|42.388|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|1000.000|116.592|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1100|46.653|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|1100|120.657|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1200|50.795|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|1200|124.262|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1300|54.837|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|0|exp|S0(T)|1300|127.498|1|J/mol K|http://kinetics.nist.gov/janaf|
Ba|0|exp|H(0)-H(T)|1400|58.802|1|kJ/mol|http://kinetics.nist.gov/janaf|
